CRI_CID_CUST_ID,CRI_RID_REM_INSTR,CRI_IND_LOAN,CRI_IND_SBLC,CRI_IND_INCOMING,CRI_IND_OUTGOING,CRI_IND_PRINCIPAL,CRI_IND_INTEREST,CRI_IND_FEES,CRI_DSC_REM_INSTR,CRI_CDE_REM_METHOD,CRI_IND_DEFAULT,CRI_TSP_REC_CREATE,CRI_TSP_REC_UPDATE,CRI_UID_REC_CREATE,CRI_UID_REC_UPDATE,CRI_CDE_CURRENCY,CRI_IND_APPROVED,CRI_IND_AUTO_DOIT,CRI_IND_SIMPLIFIED,CRI_XID_DDA_ACCT,CRI_CDE_CHIPS_NUM,CRI_CDE_ABA_NUM,CRI_XID_CHIPS_UID,CRI_XID_BENF_ACCT,CRI_CDE_BENF_TYPE,CRI_CDE_DIVISION,CRI_UID_APPRV_USER,CRI_XID_BOOK_AC_NO,CRI_XID_SWIFT_BIC,CRI_CDE_NOSTRO_NTF,CRI_TXT_TLX_DL_DGS,CRI_TXT_TLX_ANS_BK,CRI_NME_DDA_ACCT,CRI_TXT_IMT_FAX,CRI_AMT_IMT_THRSHL,CRI_XID_CUSTODY_AC,CRI_IND_SAVINGS_AC,CRI_CDE_BRANCH
AMDPAOVM,@*DZF8KW,Y,Y,Y,Y,Y,Y,Y,"CBA IB SUNDRY PARTY ","RTGS ",Y,2019-10-18 03:17:57,2019-10-18 07:31:42,"GIBLINC ",FOULISTR,AUD,Y,Y,N,,,,,"                                  ",,,FOULISTR,,,,,,,,0,,N,
AMDPAOVM,@*DZFA03,Y,Y,Y,Y,Y,Y,Y,LOANIQ SETTLEMENT GL,"DDA  ",Y,2019-10-18 03:41:00,2019-10-18 07:28:27,"GIBLINC ",FOULISTR,AUD,Y,Y,N,"MSA 20420542122707                ",,,,"                                  ",,,FOULISTR,,,,,,LOANIQ CASH SETTLEMENT GL,,0,,N,
E2E4RAUV,6UE5010J,Y,Y,Y,Y,Y,Y,Y,"IMT2 - EUR          ","IMT  ",Y,2020-02-04 04:06:35,2020-10-13 18:58:32,BRIANMOK,RPTMGR01,EUR,Y,Y,N,,,,,"                                  ",,,RPTMGR01,,,,,,,,0,,N,
E2E4RAUV,6UE501U6,Y,Y,Y,Y,Y,Y,Y,"IMT3 - GBP          ","IMT  ",Y,2020-02-04 04:12:36,2020-08-28 10:44:52,BRIANMOK,SMANZANO,GBP,Y,Y,N,,,,,"                                  ",,,SMANZANO,,,,,,,,0,,N,
E2E4RAUV,6UE502IL,Y,Y,Y,Y,Y,Y,Y,"IMT4 - NOK          ","IMT  ",Y,2020-02-04 04:16:39,2020-08-28 10:49:11,BRIANMOK,MANZANOS,NOK,Y,Y,N,,,,,"                                  ",,,MANZANOS,,,,,,,,0,,N,
A4E8XOXX,A4E8XPP4,Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-2520        ","IMT  ",Y,2020-04-20 03:39:42,2020-04-20 04:03:29,APP1MANS,RPTMGR01,USD,Y,Y,N,,,,,"                                  ",,,RPTMGR01,,,,,,,,0,,N,
AME8XY0R,AME8XY1D,Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-3310        ","DDA  ",Y,2020-04-20 05:45:14,2020-04-20 06:22:46,APP1MANS,RPTMGR01,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,RPTMGR01,,,,,,CBA Domestic Account,,0,,N,
AME8XY0R,AME8XY1Q,Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-3310        ","IMT  ",Y,2020-04-20 05:46:33,2020-04-20 06:23:27,APP1MANS,RPTMGR01,USD,Y,Y,N,,,,,"                                  ",,,RPTMGR01,,,,,,,,0,,N,
AME8XY0R,AME8XY9U,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-3311       ","RTGS ",Y,2020-04-20 05:48:10,2020-04-20 06:24:03,APP1MANS,RPTMGR01,AUD,Y,Y,N,,,,,"                                  ",,,RPTMGR01,,,,,,,,0,,N,
A7E8Y5AF,A7E8Y5B1,Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-0132        ","DDA  ",Y,2020-04-20 09:13:51,2020-04-20 09:34:40,APP1MANS,RPTMGR01,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,RPTMGR01,,,,,,CBA Domestic Account,,0,,N,
VWEDOEXK,GEEDOPS8,Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-3421        ","DDA  ",Y,2020-07-21 18:48:27,2020-07-21 19:31:00,DJRHINPT,DJRHMNGR,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,DJRHMNGR,,,,,,CBA Domestic Account,,0,,N,
V-EF4H31,GZEF48WB,Y,Y,N,Y,Y,Y,Y,"IMT1 - TO CUSTOMER  ","IMT  ",Y,2020-08-18 15:27:38,2020-08-18 15:28:43,"WBAYERS ","WBAYERS ",USD,N,N,N,,,,,"                                  ",,,,,,,,,,Account Name: MNC Company Ltd,0,,,
V-EF4H31,GZEF49CG,Y,Y,Y,N,Y,Y,Y,IMT2 - FROM CUSTOMER,"IMT  ",Y,2020-08-18 15:29:25,2020-08-18 15:30:29,"WBAYERS ","WBAYERS ",USD,N,N,N,,,,,"                                  ",,,,,,,,,,,0,,,
V-EF4H31,GZEF49SL,Y,Y,N,Y,Y,Y,Y,"IMT3                ","IMT  ",Y,2020-08-18 15:31:11,2020-08-18 15:33:28,"WBAYERS ","WBAYERS ",GBP,N,N,N,,,,,"                                  ",,,,,,,,,,Account Name: MNC Company Ltd,0,,,
V-EF4H31,GZEF4ATN,Y,Y,Y,N,Y,Y,Y,"IMT4                ","IMT  ",Y,2020-08-18 15:34:03,2020-08-18 15:35:18,"WBAYERS ","WBAYERS ",GBP,N,N,N,,,,,"                                  ",,,,,,,,,,,0,,,
F5EEWBR0,F2EF7PQF,Y,Y,Y,Y,Y,Y,Y,"CBA06123412345678   ","DDA  ",Y,2020-08-20 11:57:35,2020-08-20 12:07:56,"JCUSR01 ","JCAPR02 ",AUD,Y,N,N,"061234 12345678                   ",,,,"                                  ",,,"JCAPR02 ",,,,,,MNC COMPANY LTD,,0,,N,
9REF81R3,9#EF82Y9,Y,Y,Y,N,Y,Y,Y,RTGS2- FROM CUSTOMER,"RTGS ",Y,2020-08-20 17:18:13,2020-08-20 17:18:13,INPRON01,INPRON01,AUD,N,N,N,,,,,"                                  ",,,,,,,,,,,0,,,
4$EHBYTS,4?EHBZ6O,Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-4200        ","DDA  ",Y,2020-09-30 15:57:04,2020-09-30 16:09:53,MIGGY_IN,MIGGY_MA,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,MIGGY_MA,,,,,,CBA Domestic Account,,0,,N,
4$EHBYTS,4?EHBZ71,Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-4201        ","IMT  ",Y,2020-09-30 15:57:54,2020-09-30 16:10:28,MIGGY_IN,MIGGY_MA,USD,Y,Y,N,,,,,"                                  ",,,MIGGY_MA,,,,,,,,0,,N,
Y7EHFA63,YXEHFAJ1,Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-0252        ","DDA  ",Y,2020-10-02 11:19:10,2020-10-02 11:34:14,MIGGY_IN,MIGGY_MA,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,MIGGY_MA,,,,,,CBA Domestic Account,,0,,N,
Y7EHFA63,YXEHFARI,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-0254       ","RTGS ",Y,2020-10-02 11:21:06,2020-10-02 11:35:11,MIGGY_IN,MIGGY_MA,AUD,Y,Y,N,,,,,"                                  ",,,MIGGY_MA,,,,,,,,0,,N,
$9EI1KOO,$.EI1KY3,Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-4556        ","IMT  ",Y,2020-10-14 12:00:32,2020-10-14 12:09:25,DANUSR01,JOBMANGR,USD,Y,Y,N,,,,,"                                  ",,,JOBMANGR,,,,,,,,0,,N,
FPE4MRNP,$NEI1PH9,Y,Y,Y,Y,Y,Y,Y,"IMT2                ","IMT  ",Y,2020-10-14 12:44:21,2020-10-14 12:47:34,SMANZANO,MANZANOM,USD,Y,Y,N,,,,,"                                  ",,,MANZANOM,,,,,,,,100000,,N,
I?EI27OR,2GEI2C8N,Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-1456        ","DDA  ",Y,2020-10-14 22:34:55,2020-10-14 22:47:54,KIDUENAS,KDUENAPP,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,KDUENAPP,,,,,,CBA Domestic Account,,0,,N,
I?EI27OR,2GEI2C90,Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-1457        ","IMT  ",Y,2020-10-14 22:35:55,2020-10-14 22:48:40,KIDUENAS,KDUENAPP,USD,Y,Y,N,,,,,"                                  ",,,KDUENAPP,,,,,,,,0,,N,
I?EI27OR,2GEI2CH4,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-1458       ","RTGS ",Y,2020-10-14 22:37:09,2020-10-14 22:49:22,KIDUENAS,KDUENAPP,AUD,Y,Y,N,,,,,"                                  ",,,KDUENAPP,,,,,,,,0,,N,
I?EI27OR,-OEI2ID3,Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-3550        ","DDA  ",Y,2020-10-14 23:52:57,2020-10-15 00:04:03,KIDUENAS,KDUENAPP,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,KDUENAPP,,,,,,CBA Domestic Account,,0,,N,
-8EI2IHA,-YEI2IU6,Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-3743        ","DDA  ",Y,2020-10-14 23:53:33,2020-10-15 00:04:18,MIGGY_IN,MIGGY_MA,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,MIGGY_MA,,,,,,CBA Domestic Account,,0,,N,
I?EI27OR,-OEI2IDG,Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-3552        ","IMT  ",Y,2020-10-14 23:53:48,2020-10-15 00:04:32,KIDUENAS,KDUENAPP,USD,Y,Y,N,,,,,"                                  ",,,KDUENAPP,,,,,,,,0,,N,
-8EI2IHA,-YEI2IUJ,Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-3744        ","IMT  ",Y,2020-10-14 23:54:22,2020-10-15 00:04:45,MIGGY_IN,MIGGY_MA,USD,Y,Y,N,,,,,"                                  ",,,MIGGY_MA,,,,,,,,0,,N,
I?EI27OR,-OEI2ILK,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-3553       ","RTGS ",Y,2020-10-14 23:54:55,2020-10-15 00:05:00,KIDUENAS,KDUENAPP,AUD,Y,Y,N,,,,,"                                  ",,,KDUENAPP,,,,,,,,0,,N,
-8EI2IHA,-YEI2J2N,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-3745       ","RTGS ",Y,2020-10-14 23:55:26,2020-10-15 00:05:13,MIGGY_IN,MIGGY_MA,AUD,Y,Y,N,,,,,"                                  ",,,MIGGY_MA,,,,,,,,0,,N,
0JEI4L1H,03EI4LE3,Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-1125        ","DDA  ",Y,2020-10-16 03:30:57,2020-10-16 03:43:32,KIDUENAS,KDUENAPP,AUD,N,Y,N,"1020188515                        ",,,,"                                  ",,,,,,,,,CBA Domestic Account,,0,,N,
0JEI4L1H,03EI4LEG,Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-1126        ","IMT  ",Y,2020-10-16 03:32:08,2020-10-16 03:32:43,KIDUENAS,KIDUENAS,USD,N,Y,N,,,,,"                                  ",,,,,,,,,,,0,,,
0JEI4L1H,03EI4LMK,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-1127       ","RTGS ",Y,2020-10-16 03:33:37,2020-10-16 03:34:09,KIDUENAS,KIDUENAS,AUD,N,Y,N,,,,,"                                  ",,,,,,,,,,,0,,,
0REI4N8E,0MEI4NL0,Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-1730        ","DDA  ",Y,2020-10-16 04:37:25,2020-10-16 04:49:20,KIDUENAS,KDUENAPP,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,KDUENAPP,,,,,,CBA Domestic Account,,0,,N,
0REI4N8E,0MEI4NLD,Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-1732        ","IMT  ",Y,2020-10-16 04:38:33,2020-10-16 04:49:52,KIDUENAS,KDUENAPP,USD,Y,Y,N,,,,,"                                  ",,,KDUENAPP,,,,,,,,0,,N,
0REI4N8E,0MEI4NTH,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-1733       ","RTGS ",Y,2020-10-16 04:40:05,2020-10-16 04:50:21,KIDUENAS,KDUENAPP,AUD,Y,Y,N,,,,,"                                  ",,,KDUENAPP,,,,,,,,0,,N,
RVEGMHIE,*AEI52FC,Y,Y,Y,Y,Y,Y,Y,"IMTEUR1-4717        ","IMT  ",Y,2020-10-16 09:02:27,2020-10-16 09:09:30,ARFELI01,ARFELM01,EUR,Y,Y,N,,,,,"                                  ",,,ARFELM01,,,,,,,,0,,N,
4REIQ4W5,4MEIQ5HH,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-5637       ","RTGS ",Y,2020-10-27 19:08:29,2020-10-27 19:26:09,INPAMT01,MGRAMT01,AUD,Y,Y,N,,,,,"                                  ",,,MGRAMT01,,,,,,,,0,,N,
F9EIR9NM,F)EIRA0G,Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-2148        ","DDA  ",Y,2020-10-28 08:29:39,2020-10-28 08:40:14,INPALN01,MGRALN01,AUD,Y,N,N,"1020188515                        ",,,,"                                  ",,,MGRALN01,,,,,,CBA Domestic Account,,0,,N,
F9EIR9NM,F)EIRA0T,Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-2149        ","IMT  ",Y,2020-10-28 08:30:34,2020-10-28 08:40:42,INPALN01,MGRALN01,USD,Y,N,N,,,,,"                                  ",,,MGRALN01,,,,,,,,0,,N,
F9EIR9NM,F)EIRA8X,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-2151       ","RTGS ",Y,2020-10-28 08:31:53,2020-10-28 08:41:11,INPALN01,MGRALN01,AUD,Y,N,N,,,,,"                                  ",,,MGRALN01,,,,,,,,0,,N,
D6EJ4OKJ,DMEJ4OXF,Y,Y,Y,Y,Y,Y,Y,"DDAAUD2-1728        ","DDA  ",Y,2020-11-04 14:26:05,2020-11-04 14:39:06,INPAMT01,MGRAMT01,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,MGRAMT01,,,,,,CBA Domestic Account,,0,,N,
D6EJ4OKJ,DMEJ4OXS,Y,Y,Y,Y,Y,Y,Y,"IMTUSD2-1729        ","IMT  ",Y,2020-11-04 14:27:00,2020-11-04 14:39:51,INPAMT01,MGRAMT01,USD,Y,Y,N,,,,,"                                  ",,,MGRAMT01,,,,,,,,0,,N,
D6EJ4OKJ,DMEJ4P5W,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD2-1729       ","RTGS ",Y,2020-11-04 14:28:12,2020-11-04 14:40:33,INPAMT01,MGRAMT01,AUD,Y,Y,N,,,,,"                                  ",,,MGRAMT01,,,,,,,,0,,N,
HFEJ8RUQ,"#@EJ944E",Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-4551        ","DDA  ",Y,2020-11-07 00:53:22,2020-11-07 01:08:04,DANUSR01,JOBMANGR,AUD,N,Y,N,"1020188515                        ",,,,"                                  ",,,,,,,,,CBA Domestic Account,,0,,N,
HFEJ8RUQ,"#@EJ944R",Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-4552        ","IMT  ",Y,2020-11-07 00:54:05,2020-11-07 01:08:41,DANUSR01,JOBMANGR,USD,N,Y,N,,,,,"                                  ",,,,,,,,,,,0,,N,
HFEJ8RUQ,"#@EJ94CV",Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-4553       ","RTGS ",Y,2020-11-07 00:55:00,2020-11-07 01:09:21,DANUSR01,JOBMANGR,AUD,N,Y,N,,,,,"                                  ",,,,,,,,,,,0,,N,
HFEJ8RUQ,"#@EJ94L7",Y,Y,Y,Y,Y,Y,Y,"DDAAUD2-4615        ","DDA  ",Y,2020-11-07 00:58:20,2020-11-07 01:10:14,DANUSR01,JOBMANGR,AUD,N,Y,N,"1020188515                        ",,,,"                                  ",,,,,,,,,CBA Domestic Account,,0,,N,
HFEJ8RUQ,"#@EJ94LK",Y,Y,Y,Y,Y,Y,Y,"IMTUSD2-4615        ","IMT  ",Y,2020-11-07 00:59:04,2020-11-07 01:10:53,DANUSR01,JOBMANGR,USD,N,Y,N,,,,,"                                  ",,,,,,,,,,,0,,N,
HFEJ8RUQ,"#@EJ94TO",Y,Y,Y,Y,Y,Y,Y,"RTGSAUD2-4616       ","RTGS ",Y,2020-11-07 00:59:59,2020-11-07 01:11:30,DANUSR01,JOBMANGR,AUD,N,Y,N,,,,,"                                  ",,,,,,,,,,,0,,N,
HFEJ8RUQ,"#MEJ968H",Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-1739        ","DDA  ",Y,2020-11-07 01:25:05,2020-11-07 01:40:08,DANUSR01,JOBMANGR,AUD,N,Y,N,"1020188515                        ",,,,"                                  ",,,,,,,,,CBA Domestic Account,,0,,N,
HFEJ8RUQ,"#MEJ968U",Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-1739        ","IMT  ",Y,2020-11-07 01:25:48,2020-11-07 01:40:49,DANUSR01,JOBMANGR,USD,N,Y,N,,,,,"                                  ",,,,,,,,,,,0,,N,
HFEJ8RUQ,"#MEJ96GY",Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-1740       ","RTGS ",Y,2020-11-07 01:26:50,2020-11-07 01:41:29,DANUSR01,JOBMANGR,AUD,N,Y,N,,,,,"                                  ",,,,,,,,,,,0,,N,
5VEH8D99,50EH8DMG,Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-5031        ","IMT  ",Y,2020-09-28 17:05:48,2020-09-28 17:16:14,MIGGY_IN,MIGGY_MA,USD,Y,Y,N,,,,,"                                  ",,,MIGGY_MA,,,,,,,,0,,N,
Y7EHFA63,YXEHFAJE,Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-0253        ","IMT  ",Y,2020-10-02 11:19:58,2020-10-02 11:34:43,MIGGY_IN,MIGGY_MA,USD,Y,Y,N,,,,,"                                  ",,,MIGGY_MA,,,,,,,,0,,N,
UWEHCNQ1,$4EHMQ1A,Y,Y,Y,Y,Y,Y,Y,"DDAEUR1-5439        ","DDA  ",Y,2020-10-06 11:09:18,2020-10-06 11:09:27,ARFELI01,ARFELI01,EUR,N,Y,N,"1020188515                        ",,,,"                                  ",,,,,,,,,CBA Domestic Account,,0,,,
;(EHLBAR,?SEHMV33,Y,Y,Y,Y,Y,Y,Y,"IMTEUR1-5634        ","IMT  ",Y,2020-10-06 14:11:19,2020-10-06 14:11:40,ARFELI01,ARFELI01,EUR,N,Y,N,,,,,"                                  ",,,,,,,,,,,0,,,
;(EHLBAR,7OEHMYHS,Y,Y,Y,Y,Y,Y,Y,"DDAEUR1-0815        ","DDA  ",Y,2020-10-06 15:22:17,2020-10-06 15:22:31,ARFELI01,ARFELI01,EUR,N,Y,N,"1020188515                        ",,,,"                                  ",,,,,,,,,CBA Domestic Account,,0,,,
;(EHLBAR,7OEHMYI5,Y,Y,Y,Y,Y,Y,Y,"IMTEUR1-0816        ","IMT  ",Y,2020-10-06 15:23:01,2020-10-06 15:23:23,ARFELI01,ARFELI01,EUR,N,Y,N,,,,,"                                  ",,,,,,,,,,,0,,,
;(EHLBAR,7;EHMZ3F,Y,Y,Y,Y,Y,Y,Y,"IMTEUR1-2243        ","IMT  ",Y,2020-10-06 15:37:07,2020-10-06 15:37:24,ARFELI01,ARFELI01,EUR,N,Y,N,,,,,"                                  ",,,,,,,,,,,0,,,
7(EHN2BK,7REHN2OF,Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-2936        ","DDA  ",Y,2020-10-06 15:51:05,2020-10-06 16:07:02,INPELY01,MGRELY01,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,MGRELY01,,,,,,CBA Domestic Account,,0,,N,
;(EHLBAR,N1EHN7FX,Y,Y,Y,Y,Y,Y,Y,"DDAEUR1-2309        ","DDA  ",Y,2020-10-06 17:38:38,2020-10-06 17:50:01,ARFELI01,ARFELM01,EUR,Y,Y,N,"1020188515                        ",,,,"                                  ",,,ARFELM01,,,,,,CBA Domestic Account,,0,,N,
:OEHOO1J,:JEHOOEF,Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-3231        ","DDA  ",Y,2020-10-07 12:48:08,2020-10-07 12:58:45,MIGGY_IN,MIGGY_MA,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,MIGGY_MA,,,,,,CBA Domestic Account,,0,,N,
$$EHNARP,QIEHOXEO,Y,Y,Y,Y,Y,Y,Y,"IMTUSD2-2955        ","IMT  ",Y,2020-10-07 15:47:56,2020-10-07 15:48:29,CESSINP1,CESSINP1,USD,N,Y,N,,,,,"                                  ",,,,,,,,,,,0,,,
$$EHNARP,QIEHOXMS,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD2-2955       ","RTGS ",Y,2020-10-07 15:49:13,2020-10-07 15:49:38,CESSINP1,CESSINP1,AUD,N,Y,N,,,,,"                                  ",,,,,,,,,,,0,,,
$$EHNARP,L#EHP7QQ,Y,Y,Y,Y,Y,Y,Y,"DDAAUD2-2007        ","DDA  ",Y,2020-10-07 19:37:19,2020-10-07 19:53:28,CESSINP1,CESSMNG1,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,CESSMNG1,,,,,,CBA Domestic Account,,0,,N,
$$EHNARP,L#EHP7R3,Y,Y,Y,Y,Y,Y,Y,"IMTUSD2-2008        ","IMT  ",Y,2020-10-07 19:38:19,2020-10-07 19:54:09,CESSINP1,CESSMNG1,USD,Y,Y,N,,,,,"                                  ",,,CESSMNG1,,,,,,,,0,,N,
G#EHBNN9,V(EHPIZH,Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-2745        ","DDA  ",Y,2020-10-08 00:44:30,2020-10-08 00:55:57,MIGGY_IN,MIGGY_MA,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,MIGGY_MA,,,,,,CBA Domestic Account,,0,,N,
G#EHBNN9,V(EHPJ1M,Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-2746        ","IMT  ",Y,2020-10-08 00:45:24,2020-10-08 00:56:25,MIGGY_IN,MIGGY_MA,USD,Y,Y,N,,,,,"                                  ",,,MIGGY_MA,,,,,,,,0,,N,
G#EHBNN9,V(EHPJ9V,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-2747       ","RTGS ",Y,2020-10-08 00:46:32,2020-10-08 00:56:54,MIGGY_IN,MIGGY_MA,AUD,Y,Y,N,,,,,"                                  ",,,MIGGY_MA,,,,,,,,0,,N,
UWEHCNUO,+PEHQGMS,Y,Y,Y,Y,Y,Y,Y,"IMTEUR1-4730        ","IMT  ",Y,2020-10-08 12:01:44,2020-10-08 12:09:12,ARFELI01,ARFELM01,EUR,Y,Y,N,,,,,"                                  ",,,ARFELM01,,,,,,,,0,,N,
UWEHCNUO,+PEHQGUW,Y,Y,Y,Y,Y,Y,Y,"RTGSEUR1-4731       ","RTGS ",Y,2020-10-08 12:02:33,2020-10-08 12:09:33,ARFELI01,ARFELM01,EUR,Y,Y,N,,,,,"                                  ",,,ARFELM01,,,,,,,,0,,N,
UWEHCNQ1,FMEHSG8F,Y,Y,Y,Y,Y,Y,Y,"IMTEUR1-1457        ","IMT  ",Y,2020-10-09 14:30:50,2020-10-09 14:39:58,ARFELI01,ARFELM01,EUR,Y,Y,N,,,,,"                                  ",,,ARFELM01,,,,,,,,0,,N,
UWEHCNQ1,FMEHSGGJ,Y,Y,Y,Y,Y,Y,Y,"RTGSEUR1-1458       ","RTGS ",Y,2020-10-09 14:31:50,2020-10-09 14:40:29,ARFELI01,ARFELM01,EUR,Y,Y,N,,,,,"                                  ",,,ARFELM01,,,,,,,,0,,N,
$$EHSIFX,Z8EHSLF2,Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-1438        ","DDA  ",Y,2020-10-09 16:30:14,2020-10-09 16:42:45,MIGGY_IN,MIGGY_MA,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,MIGGY_MA,,,,,,CBA Domestic Account,,0,,N,
$$EHSIFX,Z8EHSLHE,Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-1438        ","IMT  ",Y,2020-10-09 16:31:06,2020-10-09 16:43:16,MIGGY_IN,MIGGY_MA,USD,Y,Y,N,,,,,"                                  ",,,MIGGY_MA,,,,,,,,0,,N,
$$EHSIFX,Z8EHSLPQ,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-1439       ","RTGS ",Y,2020-10-09 16:32:23,2020-10-09 16:43:45,MIGGY_IN,MIGGY_MA,AUD,Y,Y,N,,,,,"                                  ",,,MIGGY_MA,,,,,,,,0,,N,
?ZE4CIA6,=+EI1JWT,Y,Y,Y,Y,Y,Y,Y,"IMT2                ","IMT  ",Y,2020-10-14 11:26:12,2020-10-14 11:30:08,SMANZANO,JANICEA1,USD,Y,Y,N,,,,,"                                  ",,,JANICEA1,,,,,,,,1000000,,N,
?ZE4CIA6,=+EI1KFH,Y,Y,Y,Y,Y,Y,Y,"IMT3                ","IMT  ",Y,2020-10-14 11:27:13,2020-10-14 11:30:18,SMANZANO,JANICEA1,NOK,Y,Y,N,,,,,"                                  ",,,JANICEA1,,,,,,,,1000000,,N,
$9EI1KOO,$.EI1KXQ,Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-4555        ","DDA  ",Y,2020-10-14 11:59:50,2020-10-14 12:08:56,DANUSR01,JOBMANGR,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,JOBMANGR,,,,,,CBA Domestic Account,,0,,N,
$9EI1KOO,$.EI1L67,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-4557       ","RTGS ",Y,2020-10-14 12:01:27,2020-10-14 12:09:56,DANUSR01,JOBMANGR,AUD,Y,Y,N,,,,,"                                  ",,,JOBMANGR,,,,,,,,0,,N,
I:EI26KV,ILEI272E,Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-0001       ","RTGS ",Y,2020-10-14 20:15:22,2020-10-14 20:21:57,DANUSR01,JOBMANGR,AUD,Y,Y,N,,,,,"                                  ",,,JOBMANGR,,,,,,,,0,,N,
A-EI5D8F,"!4EI5S0I",Y,Y,Y,Y,Y,Y,Y,"DDAAUD1-5945        ","DDA  ",Y,2020-10-16 18:17:01,2020-10-16 18:28:59,KIDUENAS,KDUENAPP,AUD,Y,Y,N,"1020188515                        ",,,,"                                  ",,,KDUENAPP,,,,,,CBA Domestic Account,,0,,N,
A-EI5D8F,"!4EI5S0V",Y,Y,Y,Y,Y,Y,Y,"IMTUSD1-5946        ","IMT  ",Y,2020-10-16 18:17:52,2020-10-16 18:29:35,KIDUENAS,KDUENAPP,USD,Y,Y,N,,,,,"                                  ",,,KDUENAPP,,,,,,,,0,,N,
A-EI5D8F,"!4EI5S8Z",Y,Y,Y,Y,Y,Y,Y,"RTGSAUD1-5947       ","RTGS ",Y,2020-10-16 18:18:57,2020-10-16 18:30:10,KIDUENAS,KDUENAPP,AUD,Y,Y,N,,,,,"                                  ",,,KDUENAPP,,,,,,,,0,,N,
=HEIAPW5,)WEIASQ4,Y,Y,Y,Y,Y,Y,Y,"IMTEUR1-5237        ","IMT  ",Y,2020-10-19 12:08:42,2020-10-19 12:15:05,ARFELI01,ARFELM01,EUR,Y,Y,N,,,,,"                                  ",,,ARFELM01,,,,,,,,0,,N,
